event_pair_key,system_id,split,event_type,event_family,family_aczz,is_near_dopant,is_far_from_dopant,is_escaping,is_non_escaping,vac_site_144,neighbor_site_144,site_a,site_b,foundation_endpoint_label,finetuned_endpoint_label,transition_label,endpoint_is_disagree,foundation_ready_for_neb,finetuned_ready_for_neb,both_models_ready_for_neb,foundation_neb_present,finetuned_neb_present,foundation_neb_status,finetuned_neb_status,foundation_usable_complete,finetuned_usable_complete,both_models_usable_complete,foundation_status_is_usable,finetuned_status_is_usable,both_models_status_usable,both_models_log_neb_parseable,foundation_forward_barrier_eV,finetuned_forward_barrier_eV,foundation_reverse_barrier_eV,finetuned_reverse_barrier_eV,forward_barrier_delta_ft_minus_foundation_eV,reverse_barrier_delta_ft_minus_foundation_eV,abs_forward_barrier_delta_eV,abs_reverse_barrier_delta_eV,strict_forward_barrier_delta_ft_minus_foundation_eV,strict_reverse_barrier_delta_ft_minus_foundation_eV,strict_abs_forward_barrier_delta_eV,strict_abs_reverse_barrier_delta_eV,foundation_path_shape,finetuned_path_shape,foundation_final_step,finetuned_final_step,foundation_final_max_replica_force_eVA,finetuned_final_max_replica_force_eVA,foundation_notes,finetuned_notes
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__3__141,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,3,141,3,141,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__42__6,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,AC_hop,far_AC,AC,False,True,False,True,42,6,42,6,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.18057687,0.011490591,0.15798211,0.018027306,-0.169086279,-0.13995480400000002,0.169086279,0.13995480400000002,,,,,interior_saddle,interior_saddle,3382,1908,0.29290607,0.019987398,final_force_above_ftol,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__42__72,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,AC_hop,far_AC,AC,False,True,False,True,42,72,42,72,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.17592623,0.040780076,0.22893702,0.074185057,-0.135146154,-0.154751963,0.135146154,0.154751963,-0.135146154,-0.154751963,0.135146154,0.154751963,interior_saddle,interior_saddle,272,2993,0.018812945,0.019988218,,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__42__78,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,42,78,42,78,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__51__15,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,AC_hop,far_AC,AC,False,True,False,True,51,15,51,15,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,suspicious,True,True,True,False,False,False,True,0.33440533,0.80482953,0.3576927,0.40770939,0.4704242,0.05001669000000003,0.4704242,0.05001669000000003,,,,,interior_saddle,interior_saddle,3152,3377,0.25751275,2.0674297,final_force_above_ftol,final_force_above_ftol
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__51__81,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,AC_hop,far_AC,AC,False,True,False,True,51,81,51,81,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.35549363,278.14583,0.18965977,277.66642,277.79033637,277.47676023,277.79033637,277.47676023,,,,,interior_saddle,interior_saddle,767,2099,0.019082508,1342.4626,,final_force_above_ftol; barrier_extremely_large; segfault
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__51__87,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,51,87,51,87,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__74__38,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,74,38,74,38,different_basin,same_basin,different_basin -> same_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__74__44,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,AC_hop,far_AC,AC,False,True,False,True,74,44,74,44,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__74__109,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,AC_hop,far_AC,AC,False,True,False,True,74,109,74,109,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.13032993,0.74592659,0.11821677,0.011877821,0.6155966599999999,-0.106338949,0.6155966599999999,0.106338949,0.6155966599999999,-0.106338949,0.6155966599999999,0.106338949,interior_saddle,interior_saddle,1147,2102,0.019244735,0.019997931,,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__130__22,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,trap_escape,escape,non_ACZZ,True,False,True,False,130,22,130,22,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__130__95,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,test,trap_escape,escape,non_ACZZ,True,False,True,False,130,95,130,95,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__20__56,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,20,56,20,56,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.15066071,0.37627205,0.16463014,0.40243662,0.22561134000000002,0.23780648000000001,0.22561134000000002,0.23780648000000001,0.22561134000000002,0.23780648000000001,0.22561134000000002,0.23780648000000001,interior_saddle,interior_saddle,228,141,0.019759746,0.019634434,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__20__122,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,20,122,20,122,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__20__128,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,20,128,20,128,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.14286003,0.14728566,0.24641653,0.00021925815,0.004425630000000014,-0.24619727184999998,0.004425630000000014,0.24619727184999998,0.004425630000000014,-0.24619727184999998,0.004425630000000014,0.24619727184999998,interior_saddle,interior_saddle,190,599,0.019472072,0.01997631,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__65__29,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,65,29,65,29,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.19960572,0.45590582,0.15786851,0.41731086,0.25630010000000003,0.25944235000000004,0.25630010000000003,0.25944235000000004,,,,,interior_saddle,interior_saddle,1042,3200,0.018833628,0.28374691,,final_force_above_ftol
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__65__95,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,65,95,65,95,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.14389681,0.37724462,0.082516627,0.31652277,0.23334780999999996,0.234006143,0.23334780999999996,0.234006143,,,,,interior_saddle,interior_saddle,3061,850,0.14050437,0.019665271,final_force_above_ftol,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__65__101,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,65,101,65,101,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__67__31,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,67,31,67,31,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.086421249,0.43815213,0.095491001,0.43927976,0.35173088099999994,0.343788759,0.35173088099999994,0.343788759,,,,,interior_saddle,interior_saddle,577,3123,0.019739951,0.25365865,,final_force_above_ftol
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__67__97,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,67,97,67,97,different_basin,same_basin,different_basin -> same_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__67__103,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,67,103,67,103,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.086720102,0.4259136,0.064985472,0.36090062,0.339193498,0.295915148,0.339193498,0.295915148,0.339193498,0.295915148,0.339193498,0.295915148,interior_saddle,interior_saddle,815,195,0.01878605,0.019318431,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__75__39,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,75,39,75,39,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.060841838,853.8007,0.19296853,853.97398,853.739858162,853.78101147,853.739858162,853.78101147,,,,,interior_saddle,interior_saddle,3006,1621,0.019147104,1407.5091,,final_force_above_ftol; barrier_extremely_large; segfault
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__75__45,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,75,45,75,45,different_basin,same_basin,different_basin -> same_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__75__110,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,75,110,75,110,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.15259623,0.017889355,0.16562417,0.00026968724,-0.134706875,-0.16535448275999998,0.134706875,0.16535448275999998,-0.134706875,-0.16535448275999998,0.134706875,0.16535448275999998,interior_saddle,interior_saddle,510,1391,0.019931452,0.019988687,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__114__6,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,114,6,114,6,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0023552197,0.020358213,0.013733103,0.0,0.0180029933,-0.013733103,0.0180029933,0.013733103,0.0180029933,-0.013733103,0.0180029933,0.013733103,interior_saddle,final_endpoint_highest,365,4506,0.019877559,0.019970253,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__114__12,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,114,12,114,12,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.1439681,0.34562532,0.2530976,0.34790225,0.20165722000000003,0.09480465000000005,0.20165722000000003,0.09480465000000005,0.20165722000000003,0.09480465000000005,0.20165722000000003,0.09480465000000005,interior_saddle,interior_saddle,1157,252,0.017828034,0.019144146,,
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541__114__79,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,test,AC_hop,far_AC,AC,False,True,False,True,114,79,114,79,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.17132563,0.37196304,0.18627741,0.36610665,0.20063741000000002,0.17982923999999997,0.20063741000000002,0.17982923999999997,0.20063741000000002,0.17982923999999997,0.20063741000000002,0.17982923999999997,interior_saddle,interior_saddle,449,239,0.019851727,0.019869872,,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__10__112,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,trap_escape,escape,non_ACZZ,True,False,True,False,10,112,10,112,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.63072431,0.093370427,0.58678303,0.47748414,-0.537353883,-0.10929888999999998,0.537353883,0.10929888999999998,-0.537353883,-0.10929888999999998,0.537353883,0.10929888999999998,interior_saddle,interior_saddle,875,4781,0.019564189,0.019964759,,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__10__118,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,trap_escape,escape,non_ACZZ,True,False,True,False,10,118,10,118,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.33811546,0.25046488,0.18972928,0.60119986,-0.08765057999999998,0.41147058000000003,0.08765057999999998,0.41147058000000003,-0.08765057999999998,0.41147058000000003,0.08765057999999998,0.41147058000000003,interior_saddle,interior_saddle,4530,1311,0.019718736,0.019886033,,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__14__50,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,AC_hop,far_AC,AC,False,True,False,True,14,50,14,50,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.11491618,0.15737508,0.024543556,0.24434631,0.042458899999999994,0.21980275400000002,0.042458899999999994,0.21980275400000002,0.042458899999999994,0.21980275400000002,0.042458899999999994,0.21980275400000002,interior_saddle,interior_saddle,289,1636,0.018871373,0.019797375,,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__14__116,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,14,116,14,116,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.10215175,0.005496702,0.11146107,0.011260067,-0.096655048,-0.100201003,0.096655048,0.100201003,,,,,interior_saddle,interior_saddle,3143,992,0.20217525,0.019933897,final_force_above_ftol,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__14__122,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,AC_hop,far_AC,AC,False,True,False,True,14,122,14,122,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,18.950381,0.16203115,19.014161,0.3932689,-18.78834985,-18.620892100000003,18.78834985,18.620892100000003,,,,,interior_saddle,interior_saddle,1755,398,895.57176,0.019652477,final_force_above_ftol; barrier_extremely_large; segfault,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__35__71,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,AC_hop,far_AC,AC,False,True,False,True,35,71,35,71,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.19564581,0.37909077,0.20192241,0.42670684,0.18344496000000002,0.22478442999999998,0.18344496000000002,0.22478442999999998,0.18344496000000002,0.22478442999999998,0.18344496000000002,0.22478442999999998,interior_saddle,interior_saddle,515,2196,0.019974821,0.019688755,,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__35__137,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,35,137,35,137,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__35__143,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,AC_hop,far_AC,AC,False,True,False,True,35,143,35,143,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__62__26,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,trap_escape,escape,non_ACZZ,True,False,True,False,62,26,62,26,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,failed,True,True,True,False,False,False,True,36.526505,10.325589,36.122937,10.5225,-26.200916,-25.600437,26.200916,25.600437,,,,,interior_saddle,interior_saddle,1541,2107,104.95744,538.49618,final_force_above_ftol; barrier_extremely_large; segfault,final_force_above_ftol; barrier_extremely_large; segfault
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c__62__98,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,test,trap_escape,escape,non_ACZZ,True,False,True,False,62,98,62,98,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__9__45,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,AC_hop,far_AC,AC,False,True,False,True,9,45,9,45,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.15244915,176.89729,0.08476037,176.93233,176.74484085,176.84756963,176.74484085,176.84756963,,,,,interior_saddle,interior_saddle,403,1744,0.019167539,958.02988,,final_force_above_ftol; barrier_extremely_large; segfault
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__9__111,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,9,111,9,111,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__9__117,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,AC_hop,far_AC,AC,False,True,False,True,9,117,9,117,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.31947465,0.50739585,0.18164033,0.30740497,0.18792119999999995,0.12576464,0.18792119999999995,0.12576464,0.18792119999999995,0.12576464,0.18792119999999995,0.12576464,interior_saddle,interior_saddle,1416,746,0.019956875,0.019745142,,
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__22__58,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,22,58,22,58,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0056552412,0.38825416,0.74508577,0.81006998,0.3825989188,0.06498420999999999,0.3825989188,0.06498420999999999,0.3825989188,0.06498420999999999,0.3825989188,0.06498420999999999,interior_saddle,interior_saddle,1566,695,0.019907222,0.018807763,,
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__22__124,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,22,124,22,124,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__22__130,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,AC_hop,far_AC,AC,False,True,False,True,22,130,22,130,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__35__71,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,AC_hop,far_AC,AC,False,True,False,True,35,71,35,71,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.12749691,0.38415154,0.17179642,0.38630122,0.25665463,0.2145048,0.25665463,0.2145048,0.25665463,0.2145048,0.25665463,0.2145048,interior_saddle,interior_saddle,647,189,0.019059651,0.019292244,,
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__35__137,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,35,137,35,137,different_basin,same_basin,different_basin -> same_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__35__143,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,test,AC_hop,far_AC,AC,False,True,False,True,35,143,35,143,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c__5__113,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,test,trap_escape,escape,non_ACZZ,True,False,True,False,5,113,5,113,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.61031428,0.32617673,0.47402779,0.62172847,-0.28413754999999996,0.14770067999999997,0.28413754999999996,0.14770067999999997,-0.28413754999999996,0.14770067999999997,0.28413754999999996,0.14770067999999997,interior_saddle,interior_saddle,283,3790,0.018820992,0.019984903,,
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c__5__143,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,test,trap_escape,escape,non_ACZZ,True,False,True,False,5,143,5,143,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.56510656,0.0,0.53226876,0.59554014,-0.56510656,0.06327137999999999,0.56510656,0.06327137999999999,-0.56510656,0.06327137999999999,0.56510656,0.06327137999999999,interior_saddle,initial_endpoint_highest,249,821,0.019981964,0.018839607,,
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c__50__14,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,50,14,50,14,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.35110191,0.21171257,1.0702952,0.69123938,-0.13938934000000003,-0.37905581999999993,0.13938934000000003,0.37905581999999993,,,,,interior_saddle,interior_saddle,602,3178,0.019963899,0.039127184,,final_force_above_ftol
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c__50__80,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,test,AC_hop,far_AC,AC,False,True,False,True,50,80,50,80,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c__50__86,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,50,86,50,86,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.10965573,0.19619874,0.11136578,0.25519878,0.08654301,0.14383300000000002,0.08654301,0.14383300000000002,,,,,interior_saddle,interior_saddle,3648,3280,0.018593424,0.5972851,,final_force_above_ftol
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c__60__24,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,test,AC_hop,far_AC,AC,False,True,False,True,60,24,60,24,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.20006115,0.35429065,0.21534608,0.31465709,0.1542295,0.09931100999999998,0.1542295,0.09931100999999998,,,,,interior_saddle,interior_saddle,594,3202,0.019941965,0.30903328,,final_force_above_ftol
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c__60__90,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,test,AC_hop,far_AC,AC,False,True,False,True,60,90,60,90,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c__60__96,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,60,96,60,96,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67__75__39,P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,75,39,75,39,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67__75__45,P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67,test,AC_hop,far_AC,AC,False,True,False,True,75,45,75,45,different_basin,ambiguous,different_basin -> ambiguous,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67__75__110,P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67,test,AC_hop,far_AC,AC,False,True,False,True,75,110,75,110,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.047050365,2779837.9,0.22668972,2779837.9,2779837.852949635,2779837.67331028,2779837.852949635,2779837.67331028,,,,,interior_saddle,interior_saddle,329,1,0.019868233,4509149200.0,,final_force_above_ftol; barrier_extremely_large; segfault
